time,meas
0,-0.2092024058957579
1,-0.1429331875041207
2,-0.174387360423156
3,-0.2267889847909209
4,-0.2350268983812402
5,-0.2047103844179119
6,-0.1690682568295674
7,-0.1514922793378729
8,-0.1825609544351896
9,-0.1600931948084868
10,-0.1237297051648104
11,-0.1055641139485047
12,-0.1729562540574523
13,-0.1815690235796294
14,-0.2413283841963542
15,-0.1382080214727518
16,-0.1128822981818465
17,-0.0576411431023086
18,0.0092541464801952
19,0.011708640152571
20,0.0373907909811757
21,0.0707798958377586
22,0.157453872128025
23,0.1963946703810941
24,0.178815898635853
25,0.1985816874310307
26,0.134617605749929
27,0.1035409596725265
28,0.1346157431888577
29,0.1951592039542022
30,0.1680733270190864
31,0.1896284429346366
32,0.2899236214110743
33,0.3294588545504719
34,0.3561584230087776
35,0.4259199249809136
36,0.4171635530461809
37,0.3780852450676833
38,0.3965952331426245
39,0.3116802948837984
40,0.2525705080445338
41,0.2296661172707214
42,0.2322908258421934
43,0.3039189963273814
44,0.2961198807958533
45,0.2320454119315419
46,0.1945422225653327
47,0.2121728775967116
48,0.1494940576513642
49,0.1599561906961297
50,0.1029078687205174
51,0.0769140153208388
52,0.0977469428244019
53,0.0154100794785219
54,-0.0454203452357072
55,-0.0891166811237239
56,-0.0360624383147247
57,-0.0162452499889311
58,0.0865796690158949
59,0.1262194949804869
60,0.1638331367168335
61,0.2967075274617958
62,0.2985324158833343
63,0.284696480258973
64,0.3624410586906524
65,0.4135499049240113
66,0.5500716986100617
67,0.5785191485613962
68,0.5350523865632317
69,0.5153016688346104
70,0.5076278724259573
71,0.4500352456711726
72,0.433680027001447
73,0.4020903844884199
74,0.3842007163556912
75,0.4097021973533031
76,0.3658641536182911
77,0.3748505469294281
78,0.3758701699815336
79,0.374710735098784
80,0.3414407151812323
81,0.3582531862701451
82,0.4005940590337163
83,0.3724286097447609
84,0.3162296644802863
85,0.3711017623939074
86,0.3543306730777176
87,0.3556442921872889
88,0.3717474915434784
89,0.4136628395173911
90,0.4209151863208227
91,0.3932477203618903
92,0.4542228825820429
93,0.4555460231037003
94,0.3230007755322284
95,0.2501584618486094
96,0.2610123123715334
97,0.275502860516897
98,0.3247424415216245
99,0.3809205387707812
100,0.3448553918227846
101,0.3799866000289943
102,0.3333295236380382
103,0.2875565372060618
104,0.316169642936852
105,0.2699161340410612
106,0.2984664187002096
107,0.3370303000944434
108,0.3998787412941812
109,0.4143300979141622
110,0.4491970609689245
111,0.470500455300207
112,0.4602602711481415
113,0.4353131020710009
114,0.451665729963465
115,0.4847351777050021
116,0.4839191810402273
117,0.5348159067774184
118,0.4922804569479402
119,0.4542345039168223
120,0.5109882559955424
121,0.5675966800133859
122,0.5916726807672043
123,0.6387891026852462
124,0.5850364159969118
125,0.4690353738220705
126,0.5484582833386045
127,0.6351147140290174
128,0.6270225858006522
129,0.6706129888741982
130,0.6573758957089254
131,0.6114243167395983
132,0.6410080318769918
133,0.6480282207736183
134,0.68364165491793
135,0.7600659014025172
136,0.8505496495759604
137,0.855798881798657
138,0.8451668638420828
139,0.8268785425440323
140,0.8579564578271406
141,0.8572514594883124
142,0.8044935580568591
143,0.7237758052555626
144,0.6235650964066365
145,0.5800136910348079
146,0.5236108559485988
147,0.4752021048024687
148,0.4988337813311801
149,0.4557223202555952
150,0.4219094700922676
151,0.4218224810739569
152,0.4230974564801907
153,0.5126166495268096
154,0.5281441709153875
155,0.4651626167890286
156,0.457910041893051
157,0.452800695110988
158,0.3733234299085081
159,0.4582438932559819
160,0.4695580389333461
161,0.5522054147587867
162,0.5661798367231038
163,0.5144846887332691
164,0.5031331234359753
165,0.4950647439485046
166,0.5497763527963674
167,0.5631432863455905
168,0.4468991848208977
169,0.3911935026927498
170,0.4524150640655018
171,0.4345678340687879
172,0.4788894526418948
173,0.6034058631145384
174,0.6221961207463029
175,0.5939484800255643
176,0.7107010011301966
177,0.7101890399171659
178,0.686831322116022
179,0.6660232451582515
180,0.6806152518140431
181,0.6706654555821493
182,0.6527873388985093
183,0.5766640381103517
184,0.5540734889680432
185,0.591131335939067
186,0.5487300825550663
187,0.5601786909342904
188,0.5980694611033398
189,0.6328509565307945
190,0.6185148874709625
191,0.6293581124449603
192,0.6479050160723013
193,0.5924485913896895
194,0.5235003092130517
195,0.5632574742819735
196,0.6118924930240982
197,0.6447108636364727
198,0.6684115487187283
199,0.7014934743908198
200,0.6955791079118326
201,0.7489165726762038
202,0.7638707074293264
203,0.7857161335222571
204,0.7777234197649738
205,0.7269319465761647
206,0.6289814223134176
207,0.6797976225947475
208,0.7908214884043291
209,0.799276666196045
210,0.778032628746712
211,0.8366298824996735
212,0.9023697099756732
213,0.9798682796084772
214,1.1190659626702864
215,1.1292322953309542
216,1.1140002281051449
217,1.082762807096285
218,1.0122822260303228
219,0.9267404772800156
220,0.9094865940052784
221,0.888250710369143
222,0.9413884219544716
223,1.0125985439471656
224,0.9872700888964048
225,0.9104393796318496
226,0.8699826987922743
227,0.8328048934356418
228,0.7994248999247945
229,0.8258738626407687
230,0.8335920749998994
231,0.8504576643503016
232,0.9104006376436976
233,0.9790857126722224
234,0.9978204175441864
235,1.05565995499274
236,1.102868784038724
237,1.1754424249506072
238,1.1752382629876583
239,1.1195153040917494
240,1.0966112014787843
241,1.138377990599254
242,1.1030210080032647
243,1.04441945815137
244,1.127835357995919
245,1.107538588524007
246,1.150145724660826
247,1.0690876394285875
248,1.0882856663379414
249,1.0973559956316368
250,1.0324098775910515
251,0.988383180820142
252,0.95609248934539
253,0.9482812682308416
254,0.852209647905994
255,0.8756547668828367
256,0.911702416036195
257,0.865614556044115
258,0.8434526381110575
259,0.89467412328865
260,0.8724216250169706
261,0.8489481858568253
262,0.9080668384852536
263,0.8914781521139837
264,0.8831268854779294
265,0.8880790869695787
266,0.9159318429631468
267,0.8337758872397952
268,0.8514427289981178
269,0.9153578364451814
270,0.8620473243197133
271,0.934527398638072
272,0.9911898672694112
273,0.966112768574977
274,1.0259054636191278
275,1.03472057317151
276,1.0239784378723016
277,0.9674919349266914
278,0.9266585881169844
279,0.836997293455531
280,0.8136351850685863
281,0.7948747236637762
282,0.836940815081314
283,0.7298978284495077
284,0.8170357299273445
285,0.8369554218029698
286,0.8327239648124876
287,0.8827937979150258
288,0.9121665685408052
289,0.9502853544420892
290,0.9239860010865116
291,0.8965693589742385
292,0.8809316380048561
293,0.9020321179687406
294,0.9292259716720828
295,0.8943682208185323
296,0.8838158533938262
297,0.8753494077950941
298,0.8499433742180423
299,0.8568120247072523
300,0.8647057355295431
301,0.9206401599956848
302,1.006120092268621
303,0.9550197709662652
304,0.9532022277773846
305,0.9505726726674534
306,1.023435480692905
307,0.976157922518808
308,0.9202810335083464
309,0.8672611492965093
310,0.9187518220786194
311,0.9157208002290532
312,0.9675082313164136
313,1.0208918805010945
314,0.991573112879802
315,1.0335174392608
316,1.1069162015363108
317,1.1339607418946276
318,1.1256859295772128
319,1.1446654828128515
320,1.153739400303104
321,1.1740530623021446
322,1.144562356290067
323,1.1134711933448995
324,1.0703391471761334
325,0.9920090837967944
326,0.9847812432175352
327,1.0517532595776078
328,1.074068244332872
329,1.067991638905546
330,1.150226530914616
331,1.1893008429095342
332,1.1721139574449064
333,1.203871695009044
334,1.2023512949702402
335,1.205203238680207
336,1.22940630201341
337,1.250531421890093
338,1.2704741480223636
339,1.263285764887891
340,1.2708052408282815
341,1.2807713655436703
342,1.2553577002159255
343,1.1971599624176488
344,1.156645023861884
345,1.1616226618725465
346,1.192236551843545
347,1.2056930533002888
348,1.2951072882090109
349,1.3416912166793475
350,1.3601560796075336
351,1.4058114754759228
352,1.47357526447177
353,1.4942541053452194
354,1.4853688908041829
355,1.4243885361079536
356,1.403745265752426
357,1.4352603196182294
358,1.502757754212983
359,1.4586696539322015
360,1.4269155516892562
361,1.4856602255668314
362,1.5017336981591916
363,1.5967142075194134
364,1.676299286024706
365,1.7125862401409502
366,1.780855191685666
367,1.7877283033147868
368,1.8072486788386504
369,1.8899595158508693
370,1.949117701812415
371,1.9690961458042369
372,2.0139678074949434
373,2.044248033816211
374,2.1119451861193297
375,2.0888762318875926
376,2.1133540683948504
377,2.069224231642401
378,2.010030230164604
379,2.0339793198428864
380,2.064995003873225
381,2.100291769955096
382,2.0686455758247857
383,2.074163112745458
384,2.0243578387034096
385,2.09793174015885
386,2.155823967178004
387,2.121859532388011
388,2.104111453984244
389,2.0779601117924846
390,2.1497927511126758
391,2.310339019406343
392,2.341407493063976
393,2.301246159655293
394,2.2088851775282983
395,2.115744000933713
396,2.0257552161224783
397,2.0311083907572343
398,1.993158584546531
399,1.9837207519163609
400,2.004824668620913
401,1.9970072918424333
402,1.9652069237792429
403,1.9732908106688396
404,1.9305676309159785
405,1.9026133035152104
406,1.958362837863901
407,2.054556239477634
408,2.123307932721948
409,2.114209454273104
410,2.1421798175442803
411,2.0951639400331694
412,2.136755290299472
413,2.1617152678092117
414,2.1574559702872915
415,2.144668822025976
416,2.070536584958322
417,2.0856358973552047
418,2.1287609634762683
419,2.151500974086704
420,2.101886053525482
421,2.0186208686162117
422,2.0874218151749795
423,2.0848864850941307
424,2.145197133720756
425,2.186741799744062
426,2.1408809644578524
427,2.0701674632509195
428,2.0710496743143643
429,2.0676170996185723
430,1.9821433089674023
431,1.9112444388951169
432,1.9023519912941924
433,1.842562417715666
434,1.8086196842435176
435,1.7933447711869126
436,1.8066836814815488
437,1.766784205037944
438,1.804303848264812
439,1.7914127013771586
440,1.83197139728904
441,1.859923847482523
442,1.8254816532252265
443,1.7927022969065427
444,1.883061875213048
445,1.8586142597181463
446,1.8045645033488555
447,1.7949040058548664
448,1.7966807487133791
449,1.7453567771274543
450,1.6941135379237149
451,1.7075692422141602
452,1.731274353922932
453,1.7555082021145745
454,1.7068532475337768
455,1.6848685039042015
456,1.6518068925367877
457,1.606192679818959
458,1.5878793652945131
459,1.5501172747372465
460,1.557686627021455
461,1.5658689658995375
462,1.504207004061039
463,1.4937338082269485
464,1.5198714493870336
465,1.5146276605937243
466,1.434466999727972
467,1.4938151849121322
468,1.4985697666389817
469,1.5010322853244304
470,1.55672281148996
471,1.448061420683027
472,1.458285793502577
473,1.5581575307734397
474,1.501082333230646
475,1.5267031233508548
476,1.4939829383804677
477,1.4684619549491438
478,1.4764132335951847
479,1.530753142821844
480,1.5496241111278517
481,1.600421194360002
482,1.5657213187266326
483,1.5564834173956394
484,1.557723526389995
485,1.4918407247416536
486,1.4722087076255197
487,1.500977978256295
488,1.5322668114385796
489,1.6402225403378974
490,1.5366808566603811
491,1.4907873933746472
492,1.543561263840262
493,1.4709249922822658
494,1.5364736432814834
495,1.6130268394658605
496,1.6040126588016783
497,1.572296198279054
498,1.5497556415311058
499,1.464719336311401
500,1.3823892871833277
501,1.4136947162681217
502,1.414474438343297
503,1.4991015603378437
504,1.4424230989397953
505,1.3750914504172518
506,1.4128109521791483
507,1.4661902281231574
508,1.5112321510955218
509,1.4420780359292285
510,1.403825982434391
511,1.3682854688148232
512,1.34298053481699
513,1.279066986357383
514,1.3199032625197216
515,1.3186260607811855
516,1.2881686816418312
517,1.3403037644695253
518,1.3528817571062146
519,1.3467070611437004
520,1.327142412220031
521,1.252216967892217
522,1.2421185576436955
523,1.221771960874303
524,1.2380408432875587
525,1.2495901350743686
526,1.287744570083982
527,1.338883224352451
528,1.2886800550679811
529,1.2500861625156363
530,1.2696217360590083
531,1.2254748214965807
532,1.2074393582900065
533,1.235552688668172
534,1.1415414084034696
535,1.0584353007599283
536,1.022233595188872
537,1.0611949623436925
538,1.0063343236172264
539,1.0354146060425986
540,1.075538071479342
541,1.1131753496066803
542,1.0879641594775615
543,1.0709525142654424
544,1.0653598651478613
545,1.0868082386159374
546,1.119226294381054
547,1.19560385877785
548,1.264807939309341
549,1.2896382917997924
550,1.2953247720826615
551,1.2614355589169617
552,1.2795779623433814
553,1.2595459190103069
554,1.357794699974047
555,1.4550271497576035
556,1.4611104797346042
557,1.351945174337838
558,1.361841793076307
559,1.2823721429762334
560,1.2135875172546495
561,1.2517891824105616
562,1.2753613649944062
563,1.274903166735173
564,1.258336094369263
565,1.2362362641571705
566,1.3498505151491769
567,1.339613003158582
568,1.4090923239349138
569,1.4749339151540948
570,1.4003738058978097
571,1.3386445520386006
572,1.4082800040869743
573,1.4188665433972203
574,1.3527888277983904
575,1.3630339984153876
576,1.4044540414531814
577,1.4905250147239753
578,1.4597098496154612
579,1.5041729324690458
580,1.4321112501386468
581,1.4220872790483257
582,1.4168011606859416
583,1.3965122638695937
584,1.3102483013156332
585,1.3021561128624295
586,1.2807920195764393
587,1.2671849292264414
588,1.2235829689784754
589,1.2856220474144235
590,1.389571812869962
591,1.3733613937243756
592,1.4468716969942357
593,1.4666173598290089
594,1.424074198936293
595,1.446614463828796
596,1.3388523409699564
597,1.3353589938286097
598,1.3504687743185182
599,1.2869544288751908
600,1.2488064354875963
601,1.3064280264372783
602,1.1936926090727888
603,1.1142964131300126
604,1.0686619933494814
